ts,latitude,longitude,satellites
171.37,39.396419525146484,-8.276710510253906,7
171.77,39.396427154541016,-8.276705741882324,7
171.87,39.39643478393555,-8.276701927185059,7
172.17,39.396446228027344,-8.276686668395996,7
172.37,39.396446228027344,-8.276686668395996,7
172.47,39.396453857421875,-8.276673316955566,7
172.57,39.396461486816406,-8.276659965515137,7
172.77,39.3964729309082,-8.276651382446289,7
173.17,39.3964958190918,-8.276634216308594,7
173.37,39.39651107788086,-8.276623725891113,7
173.77,39.39653396606445,-8.27660846710205,7
174.17,39.39655303955078,-8.276596069335938,7
174.37,39.39656066894531,-8.276588439941406,7
174.57,39.396568298339844,-8.276575088500977,7
174.77,39.39657974243164,-8.276564598083496,7
175.17,39.39659881591797,-8.276548385620117,7
175.37,39.3966064453125,-8.276543617248535,7
175.57,39.3966178894043,-8.276537895202637,7
175.77,39.39662551879883,-8.276534080505371,7
176.17,39.396644592285156,-8.276522636413574,7
176.37,39.39665222167969,-8.27651596069336,7
176.57,39.39665985107422,-8.276509284973145,7
176.77,39.39666748046875,-8.27649974822998,7
177.17,39.39668273925781,-8.276488304138184,7
177.37,39.39669418334961,-8.276481628417969,7
177.57,39.396705627441406,-8.276473045349121,7
177.77,39.39671325683594,-8.276467323303223,7
178.17,39.396732330322266,-8.276459693908691,7
178.37,39.396732330322266,-8.276459693908691,8
178.47,39.3967399597168,-8.276455879211426,8
178.57,39.39674758911133,-8.276453018188477,8
178.77,39.39675521850586,-8.276448249816895,8
179.17,39.396766662597656,-8.276437759399414,8
179.37,39.39677810668945,-8.2764310836792,8
179.57,39.39678955078125,-8.276422500610352,8
179.77,39.39680099487305,-8.276413917541504,8
179.97,39.396812438964844,-8.27640438079834,8
180.17,39.39682388305664,-8.276399612426758,8
180.37,39.39682388305664,-8.276399612426758,9
180.47,39.3968391418457,-8.276395797729492,9
180.57,39.3968505859375,-8.27639389038086,9
180.77,39.3968620300293,-8.27639102935791,9
181.17,39.396881103515625,-8.276385307312012,9
181.37,39.396888732910156,-8.276383399963379,9
181.67,39.39690017700195,-8.27637767791748,9
181.77,39.39690017700195,-8.27637767791748,9
181.87,39.396907806396484,-8.27637004852295,9
182.17,39.39692687988281,-8.27635669708252,9
182.37,39.39693832397461,-8.276349067687988,9
182.77,39.39696502685547,-8.276338577270508,9
183.17,39.3969841003418,-8.276330947875977,9
183.37,39.396995544433594,-8.276328086853027,9
183.67,39.39700698852539,-8.276321411132812,9
183.77,39.39700698852539,-8.276321411132812,9
183.87,39.39701843261719,-8.276318550109863,9
184.17,39.39702606201172,-8.276311874389648,9
184.27,39.39703369140625,-8.276309967041016,9
184.37,39.39703369140625,-8.276309967041016,9
184.47,39.39704132080078,-8.27630615234375,9
184.57,39.39705276489258,-8.276299476623535,9
184.77,39.39706039428711,-8.27629280090332,9
185.17,39.39707946777344,-8.276287078857422,9
185.37,39.39707946777344,-8.276287078857422,9
185.47,39.397090911865234,-8.27628231048584,9
185.67,39.397098541259766,-8.276280403137207,9
185.77,39.39710998535156,-8.276278495788574,9
186.17,39.39712142944336,-8.276276588439941,9
186.27,39.397125244140625,-8.276276588439941,9
186.47,39.397132873535156,-8.276275634765625,11
186.57,39.397132873535156,-8.276275634765625,11
186.67,39.39714050292969,-8.27627182006836,11
186.77,39.39714050292969,-8.27627182006836,11
186.87,39.39714431762695,-8.276267051696777,11
187.17,39.39715576171875,-8.276263236999512,11
187.27,39.39716339111328,-8.276261329650879,11
187.37,39.39717102050781,-8.276256561279297,11
187.67,39.39718246459961,-8.276251792907715,11
187.77,39.39718246459961,-8.276251792907715,11
187.87,39.397193908691406,-8.276246070861816,11
188.17,39.3972053527832,-8.276239395141602,11
188.27,39.397216796875,-8.276235580444336,11
188.37,39.397216796875,-8.276235580444336,11
188.47,39.3972282409668,-8.27623176574707,11
188.57,39.39723587036133,-8.276228904724121,11
188.77,39.397247314453125,-8.276225090026855,11
189.17,39.39726638793945,-8.27622127532959,11
189.37,39.39727783203125,-8.27622127532959,11
189.67,39.397281646728516,-8.276224136352539,11
189.77,39.39729309082031,-8.276223182678223,11
190.17,39.397300720214844,-8.276222229003906,11
190.27,39.39731216430664,-8.276217460632324,11
190.47,39.39732360839844,-8.276211738586426,11
190.57,39.39732360839844,-8.276211738586426,11
190.67,39.397335052490234,-8.276208877563477,11
190.77,39.39734649658203,-8.276206016540527,11
191.17,39.39737319946289,-8.27619743347168,11
191.37,39.39737319946289,-8.27619743347168,11
191.47,39.39738464355469,-8.276193618774414,11
191.57,39.397396087646484,-8.276190757751465,11
191.77,39.39741134643555,-8.276185989379883,11
192.17,39.39743423461914,-8.276180267333984,11
192.37,39.39743423461914,-8.276180267333984,11
192.47,39.39744567871094,-8.276179313659668,11
192.57,39.39744567871094,-8.276179313659668,11
192.67,39.39745330810547,-8.276175498962402,11
192.77,39.397464752197266,-8.27617073059082,11
193.17,39.3974723815918,-8.276167869567871,11
193.27,39.39748001098633,-8.276164054870605,11
193.37,39.39748001098633,-8.276164054870605,11
193.47,39.397491455078125,-8.276159286499023,11
193.57,39.397499084472656,-8.276155471801758,11
193.77,39.39751052856445,-8.276150703430176,11
194.17,39.397518157958984,-8.27614688873291,11
